MORA60;Edad;Ingreso_Mensual;Max_Calif;Nivel_Educativo;Situacion_Casa
1;40;5555;0;PROFESIONAL;PROPIA
1;40;2800;0;PROFESIONAL;FAMILIAR
1;40;6000;4;PROFESIONAL;FAMILIAR
1;41;5555;0;PROFESIONAL;PROPIA
0;42;20000;2;PROFESIONAL;FAMILIAR
1;42;2300;1;TECNICO;FAMILIAR
1;42;1800;0;PROFESIONAL;FAMILIAR
1;42;2110.36;0;TECNICO;FAMILIAR
0;43;8750;0;PROFESIONAL;PROPIA
0;43;1542.03;0;TECNICO;FAMILIAR
0;43;2278.74;0;TECNICO;PROPIA
0;43;2000;3;PROFESIONAL;FAMILIAR
1;43;1500;0;TECNICO;FAMILIAR
1;43;2300;1;TECNICO;FAMILIAR
0;44;3500;3;PROFESIONAL;PROPIA
1;44;2200;3;PROFESIONAL;FAMILIAR
1;44;3500;0;PROFESIONAL;FAMILIAR
1;44;3500;0;PROFESIONAL;FAMILIAR
1;44;5579.12;0;PROFESIONAL;FAMILIAR
0;45;763.55;0;PROFESIONAL;PROPIA
0;45;7164.41;2;PROFESIONAL;FAMILIAR
0;45;6529.52;0;TECNICO;FAMILIAR
1;45;1120.64;1;TECNICO;FAMILIAR
1;45;9000;0;PROFESIONAL;PROPIA
0;46;2300;0;TECNICO;FAMILIAR
1;46;2400;0;TECNICO;OTRAS
1;46;967.18;0;TECNICO;OTRAS
1;46;2000;0;PROFESIONAL;FAMILIAR
1;47;1000;0;TECNICO;FAMILIAR
1;47;2000;2;PROFESIONAL;FAMILIAR
0;48;4206.58;1;TECNICO;PROPIA
1;48;1800;1;TECNICO;FAMILIAR
1;48;2038.83;1;TECNICO;PROPIA
1;49;1512.02;0;TECNICO;FAMILIAR
1;49;2200;0;TECNICO;FAMILIAR
1;49;2700;0;TECNICO;FAMILIAR
1;49;9190;2;PROFESIONAL;FAMILIAR
0;50;6000;0;TECNICO;FAMILIAR
0;51;6500;0;PROFESIONAL;PROPIA
1;51;1100;0;TECNICO;PROPIA
1;51;2100;1;TECNICO;FAMILIAR
1;51;12000;0;PROFESIONAL;FAMILIAR
0;52;2330.65;0;TECNICO;PROPIA
1;52;2000;0;TECNICO;PROPIA
1;52;2366;0;PROFESIONAL;FAMILIAR
0;55;2372.72;0;TECNICO;OTRAS
1;55;3482.75;0;PROFESIONAL;OTRAS
1;55;2703.18;1;EDUCACION BASICA;FAMILIAR
0;56;2690;0;TECNICO;PROPIA
1;56;1800;0;TECNICO;FAMILIAR
0;59;2400;0;TECNICO;PROPIA
1;59;2731.37;0;TECNICO;FAMILIAR
0;64;23300;1;PROFESIONAL;PROPIA
0;65;3000;0;TECNICO;PROPIA
1;21;1100;1;TECNICO;FAMILIAR
1;21;1100;2;TECNICO;PROPIA
1;22;1088.7;0;TECNICO;FAMILIAR
1;22;902;0;EDUCACION BASICA;FAMILIAR
1;22;1000;0;PROFESIONAL;FAMILIAR
1;22;1050;0;TECNICO;FAMILIAR
1;22;2100;4;SUPERIOR;FAMILIAR
1;22;1300;0;PROFESIONAL;FAMILIAR
1;23;1200;0;TECNICO;FAMILIAR
1;23;1900;2;SIN EDUCACION;FAMILIAR
1;23;721.62;1;TECNICO;FAMILIAR
0;24;827.67;0;TECNICO;FAMILIAR
1;24;1603.14;1;TECNICO;FAMILIAR
1;24;1078.57;0;TECNICO;FAMILIAR
1;24;650;0;PROFESIONAL;FAMILIAR
0;25;2900;0;PROFESIONAL;FAMILIAR
1;25;3000;0;PROFESIONAL;FAMILIAR
1;25;2100;4;SUPERIOR;FAMILIAR
1;25;3390;0;TECNICO;PROPIA
1;25;900;0;PROFESIONAL;PROPIA
1;25;5000;0;SIN EDUCACION;FAMILIAR
1;25;1309.35;0;TECNICO;FAMILIAR
1;25;5000;1;PROFESIONAL;PROPIA
0;26;1495.09;0;TECNICO;FAMILIAR
0;26;2000;0;PROFESIONAL;FAMILIAR
0;26;3500;0;PROFESIONAL;PROPIA
1;26;3000;0;PROFESIONAL;FAMILIAR
1;26;1500;1;PROFESIONAL;FAMILIAR
1;26;30000;2;PROFESIONAL;FAMILIAR
0;27;2500;0;SUPERIOR;FAMILIAR
1;27;2545;2;PROFESIONAL;FAMILIAR
1;27;856.46;0;TECNICO;FAMILIAR
1;27;992.51;0;EDUCACION BASICA;FAMILIAR
1;27;500.25;0;EDUCACION BASICA;FAMILIAR
1;27;3000;1;PROFESIONAL;FAMILIAR
1;27;3401.75;1;PROFESIONAL;FAMILIAR
1;27;900;0;TECNICO;FAMILIAR
1;27;2800;0;TECNICO;PROPIA
0;28;1812.8;0;TECNICO;FAMILIAR
0;28;2600;0;PROFESIONAL;PROPIA
0;28;3885;0;PROFESIONAL;FAMILIAR
1;28;1000;1;TECNICO;FAMILIAR
1;28;3000;0;TECNICO;FAMILIAR
1;28;3800;2;PROFESIONAL;FAMILIAR
1;28;2500;0;PROFESIONAL;FAMILIAR
1;28;1030;1;TECNICO;FAMILIAR
1;28;800;1;TECNICO;FAMILIAR
1;28;880;0;EDUCACION BASICA;FAMILIAR
1;28;7246;0;PROFESIONAL;PROPIA
1;28;5000;0;PROFESIONAL;FAMILIAR
1;28;23600;0;PROFESIONAL;PROPIA
1;28;1600;0;TECNICO;PROPIA
1;28;752.04;0;EDUCACION BASICA;FAMILIAR
1;28;5000;0;PROFESIONAL;FAMILIAR
0;29;1860;0;TECNICO;ALQUILADA
0;29;2301.9;1;PROFESIONAL;PROPIA
0;29;1200;0;PROFESIONAL;FAMILIAR
0;29;1800;2;TECNICO;PROPIA
0;29;2920;0;TECNICO;PROPIA
0;29;1200;1;PROFESIONAL;FAMILIAR
0;29;4900;0;PROFESIONAL;PROPIA
1;29;842.46;1;TECNICO;FAMILIAR
1;29;817.36;0;EDUCACION BASICA;FAMILIAR
1;29;759.27;0;TECNICO;FAMILIAR
1;29;1002.89;0;TECNICO;FAMILIAR
1;29;1691.22;0;EDUCACION BASICA;FAMILIAR
1;29;1000;0;TECNICO;FAMILIAR
1;29;10000;0;PROFESIONAL;PROPIA
1;29;2121;0;TECNICO;PROPIA
0;30;2750;0;PROFESIONAL;PROPIA
0;30;4490.86;0;PROFESIONAL;FAMILIAR
0;30;948.18;0;EDUCACION BASICA;FAMILIAR
0;30;2090;0;PROFESIONAL;FAMILIAR
0;30;4700;0;PROFESIONAL;PROPIA
1;30;4800;0;TECNICO;FAMILIAR
1;30;1018.82;1;TECNICO;FAMILIAR
1;30;866.4;1;TECNICO;FAMILIAR
1;30;1000;0;EDUCACION BASICA;FAMILIAR
1;30;8450;3;PROFESIONAL;PROPIA
1;30;12000;2;PROFESIONAL;PROPIA
1;30;12000;2;PROFESIONAL;PROPIA
1;30;8728.4;2;PROFESIONAL;PROPIA
1;31;30000;0;TECNICO;PROPIA
1;31;1168;0;TECNICO;FAMILIAR
1;31;900;1;PROFESIONAL;FAMILIAR
1;31;1900;0;TECNICO;FAMILIAR
1;31;4720;0;PROFESIONAL;FAMILIAR
1;31;2501.8;0;PROFESIONAL;FAMILIAR
1;31;1026.75;0;TECNICO;FAMILIAR
1;31;2300;0;TECNICO;PROPIA
0;32;900;1;TECNICO;FAMILIAR
0;32;1980;0;TECNICO;PROPIA
0;32;1874.7;0;PROFESIONAL;FAMILIAR
0;32;2100;0;TECNICO;FAMILIAR
0;32;4500;0;PROFESIONAL;FAMILIAR
1;32;1806.2;1;PROFESIONAL;FAMILIAR
1;32;741.01;0;TECNICO;FAMILIAR
1;32;3150;1;TECNICO;FAMILIAR
1;32;1200;0;PROFESIONAL;FAMILIAR
1;32;4000;0;TECNICO;PROPIA
1;32;8150;0;PROFESIONAL;FAMILIAR
1;32;6700;0;PROFESIONAL;PROPIA
1;32;6790;0;PROFESIONAL;FAMILIAR
0;33;2974.22;0;PROFESIONAL;PROPIA
1;33;4000;0;PROFESIONAL;FAMILIAR
1;33;4000;0;PROFESIONAL;FAMILIAR
1;33;688.56;0;EDUCACION BASICA;FAMILIAR
1;33;2120;2;PROFESIONAL;ALQUILADA
1;33;1642.18;0;EDUCACION BASICA;FAMILIAR
1;33;1500;0;PROFESIONAL;PROPIA
1;33;1100;0;PROFESIONAL;FAMILIAR
1;33;2300;0;PROFESIONAL;FAMILIAR
1;33;14350;0;PROFESIONAL;PROPIA
0;34;1391.4;0;TECNICO;PROPIA
0;34;14005;0;PROFESIONAL;PROPIA
1;34;3000;0;TECNICO;FAMILIAR
1;34;5635;0;PROFESIONAL;PROPIA
1;34;890.12;0;EDUCACION BASICA;FAMILIAR
0;35;2168.83;0;TECNICO;PROPIA
0;35;1400;1;TECNICO;PROPIA
0;35;3500;0;PROFESIONAL;FAMILIAR
1;35;4100;0;EDUCACION BASICA;FAMILIAR
1;35;1952;1;TECNICO;FAMILIAR
1;35;30000;0;EDUCACION BASICA;PROPIA
1;35;1180;0;TECNICO;FAMILIAR
1;35;30000;2;PROFESIONAL;FAMILIAR
1;35;30000;2;PROFESIONAL;FAMILIAR
1;35;2249.97;0;EDUCACION BASICA;FAMILIAR
1;35;6300;0;TECNICO;FAMILIAR
1;35;1500;1;PROFESIONAL;PROPIA
1;35;3000;0;PROFESIONAL;FAMILIAR
1;35;1806;0;TECNICO;PROPIA
1;35;1727.59;1;PROFESIONAL;FAMILIAR
0;36;3059.46;2;TECNICO;FAMILIAR
1;36;952.46;1;TECNICO;FAMILIAR
1;36;30000;1;PROFESIONAL;PROPIA
1;36;10604;0;TECNICO;PROPIA
1;36;6000;0;PROFESIONAL;PROPIA
1;36;30000;1;PROFESIONAL;FAMILIAR
1;36;9000;0;PROFESIONAL;FAMILIAR
1;36;5600;0;PROFESIONAL;FAMILIAR
1;36;4500;0;TECNICO;FAMILIAR
1;36;19250;1;PROFESIONAL;PROPIA
0;37;1390;0;TECNICO;FAMILIAR
0;37;5444;1;PROFESIONAL;PROPIA
0;37;2600;1;TECNICO;FAMILIAR
0;37;11200;0;PROFESIONAL;PROPIA
1;37;4500;1;PROFESIONAL;FAMILIAR
1;37;4500;1;PROFESIONAL;FAMILIAR
1;37;15531;2;PROFESIONAL;FAMILIAR
1;37;3975;0;PROFESIONAL;FAMILIAR
1;37;1600;0;TECNICO;FAMILIAR
1;37;3050;0;PROFESIONAL;FAMILIAR
1;37;2700;1;PROFESIONAL;FAMILIAR
1;37;2004.44;3;TECNICO;PROPIA
1;37;6000;0;PROFESIONAL;ALQUILADA
0;38;6935;1;PROFESIONAL;ALQUILADA
1;38;23000;0;TECNICO;ALQUILADA
1;38;15000;0;EDUCACION BASICA;FAMILIAR
1;38;5000;0;PROFESIONAL;FAMILIAR
1;38;2500;0;PROFESIONAL;ALQUILADA
1;38;30000;1;PROFESIONAL;FAMILIAR
1;38;2100;0;SUPERIOR;PROPIA
1;38;2800;0;PROFESIONAL;FAMILIAR
0;39;3250;2;PROFESIONAL;PROPIA
1;39;2046;0;TECNICO;PROPIA
1;39;2500;0;TECNICO;FAMILIAR
1;39;2200;1;TECNICO;PROPIA
1;39;915.75;0;EDUCACION BASICA;FAMILIAR
1;39;1500;0;TECNICO;FAMILIAR
1;39;30000;2;PROFESIONAL;ALQUILADA
0;40;1500;0;TECNICO;PROPIA
1;40;3084;1;PROFESIONAL;FAMILIAR
1;40;2500;0;PROFESIONAL;FAMILIAR
1;40;6500;1;PROFESIONAL;ALQUILADA
1;40;6500;1;PROFESIONAL;ALQUILADA
1;40;1450;4;EDUCACION BASICA;FAMILIAR
1;40;3900;0;PROFESIONAL;PROPIA
1;40;3900;0;PROFESIONAL;PROPIA
0;41;3350;1;TECNICO;FAMILIAR
0;41;1200;4;TECNICO;PROPIA
0;41;11755;0;PROFESIONAL;PROPIA
0;41;25000;1;PROFESIONAL;FAMILIAR
0;41;1200;0;PROFESIONAL;FAMILIAR
1;41;8000;0;TECNICO;FAMILIAR
1;41;800;0;TECNICO;FAMILIAR
1;41;1300;0;TECNICO;PROPIA
1;41;3784.12;0;TECNICO;FAMILIAR
1;41;25000;2;PROFESIONAL;PROPIA
1;41;1450;1;PROFESIONAL;PROPIA
1;41;9861;0;PROFESIONAL;PROPIA
1;41;4700;0;PROFESIONAL;FAMILIAR
0;42;11834.43;2;PROFESIONAL;FAMILIAR
1;42;9000;0;PROFESIONAL;FAMILIAR
1;42;3000;0;TECNICO;PROPIA
1;42;2250;1;PROFESIONAL;FAMILIAR
1;42;1900;0;SUPERIOR;FAMILIAR
1;42;4500;0;PROFESIONAL;FAMILIAR
1;42;967.98;0;PROFESIONAL;PROPIA
0;43;123.7;0;EDUCACION BASICA;PROPIA
0;43;2500;1;PROFESIONAL;FAMILIAR
1;43;1710;2;TECNICO;FAMILIAR
1;43;1700;0;TECNICO;FAMILIAR
1;43;6000;0;PROFESIONAL;FAMILIAR
1;43;1847.65;1;TECNICO;FAMILIAR
1;43;1800;1;PROFESIONAL;PROPIA
1;43;6500;0;PROFESIONAL;PROPIA
1;44;4370;0;PROFESIONAL;FAMILIAR
1;44;1246.69;1;TECNICO;FAMILIAR
1;44;1200;0;PROFESIONAL;FAMILIAR
1;44;9000;0;SUPERIOR;PROPIA
1;45;30000;0;SUPERIOR;FAMILIAR
1;45;1824.22;0;PROFESIONAL;PROPIA
1;45;10500;0;PROFESIONAL;FAMILIAR
1;46;10148;0;PROFESIONAL;ALQUILADA
1;46;1280;0;TECNICO;FAMILIAR
1;46;1450;0;EDUCACION BASICA;PROPIA
1;47;24765.12;2;PROFESIONAL;FAMILIAR
0;48;8000;0;PROFESIONAL;PROPIA
1;48;2109.29;1;PROFESIONAL;FAMILIAR
1;48;1700;1;TECNICO;PROPIA
1;48;700;0;TECNICO;PROPIA
0;49;2760;1;PROFESIONAL;PROPIA
1;49;2500;1;PROFESIONAL;FAMILIAR
1;49;2500;1;PROFESIONAL;FAMILIAR
1;49;915;0;EDUCACION BASICA;FAMILIAR
1;49;10200;1;PROFESIONAL;PROPIA
1;49;15000;4;TECNICO;PROPIA
1;49;1343.57;1;EDUCACION BASICA;FAMILIAR
1;49;3904.07;1;PROFESIONAL;FAMILIAR
0;50;1182.72;0;TECNICO;PROPIA
0;50;2950;0;TECNICO;FAMILIAR
1;50;2100;1;TECNICO;FAMILIAR
0;51;4725;0;TECNICO;FAMILIAR
1;51;1800;1;PROFESIONAL;PROPIA
1;51;1028.63;0;TECNICO;FAMILIAR
1;51;10500;0;PROFESIONAL;PROPIA
1;51;1007.33;2;TECNICO;FAMILIAR
1;51;15000;2;PROFESIONAL;PROPIA
1;52;1250;0;TECNICO;PROPIA
0;53;1230.69;0;TECNICO;FAMILIAR
1;53;2200;0;TECNICO;PROPIA
1;53;1289.11;0;PROFESIONAL;FAMILIAR
1;53;6400;0;PROFESIONAL;FAMILIAR
0;55;10000;4;PROFESIONAL;PROPIA
1;55;6000;0;SUPERIOR;FAMILIAR
1;55;1000;0;TECNICO;PROPIA
1;55;3110.24;1;SUPERIOR;FAMILIAR
1;57;1456.97;0;EDUCACION BASICA;FAMILIAR
1;57;1240.29;0;EDUCACION BASICA;FAMILIAR
0;58;3400;0;PROFESIONAL;PROPIA
1;59;1750;1;TECNICO;PROPIA
1;59;6600;1;PROFESIONAL;FAMILIAR
1;59;1200;1;PROFESIONAL;PROPIA
0;61;3689.21;0;PROFESIONAL;FAMILIAR
1;61;12000;0;PROFESIONAL;PROPIA
0;62;9279.66;0;PROFESIONAL;PROPIA
0;65;2100;0;SIN EDUCACION;FAMILIAR
1;22;900;0;PROFESIONAL;FAMILIAR
1;23;1197.47;2;TECNICO;FAMILIAR
1;23;1444.95;0;TECNICO;FAMILIAR
1;23;4500;0;TECNICO;FAMILIAR
1;23;691.17;0;TECNICO;FAMILIAR
0;24;2100;0;SUPERIOR;FAMILIAR
1;24;6500;1;PROFESIONAL;FAMILIAR
1;24;1000;0;TECNICO;PROPIA
0;25;6000;1;TECNICO;FAMILIAR
1;25;1093.16;0;TECNICO;FAMILIAR
1;26;1200;1;PROFESIONAL;FAMILIAR
1;26;20000;0;TECNICO;FAMILIAR
1;26;15000;0;TECNICO;FAMILIAR
1;26;1454.75;0;PROFESIONAL;FAMILIAR
1;26;2031.49;0;PROFESIONAL;PROPIA
1;27;800;0;TECNICO;FAMILIAR
1;27;1084.3;0;TECNICO;FAMILIAR
1;27;1000;0;TECNICO;FAMILIAR
1;27;1800;1;TECNICO;FAMILIAR
1;27;4847;1;PROFESIONAL;FAMILIAR
0;28;3544.79;0;PROFESIONAL;FAMILIAR
0;28;1900;1;PROFESIONAL;FAMILIAR
1;28;7000;0;EDUCACION BASICA;FAMILIAR
1;28;1800;1;TECNICO;FAMILIAR
1;28;2158;0;PROFESIONAL;FAMILIAR
1;28;2000;1;PROFESIONAL;FAMILIAR
1;28;2200;0;PROFESIONAL;FAMILIAR
1;28;1200;0;TECNICO;FAMILIAR
1;28;3750;1;PROFESIONAL;FAMILIAR
1;28;850;1;TECNICO;FAMILIAR
1;28;1189.97;1;PROFESIONAL;PROPIA
1;28;2314.04;0;TECNICO;PROPIA
0;29;866.39;2;PROFESIONAL;FAMILIAR
0;29;2000;1;PROFESIONAL;FAMILIAR
1;29;29000;3;EDUCACION BASICA;PROPIA
1;29;1400;1;TECNICO;FAMILIAR
1;29;3000;1;TECNICO;FAMILIAR
1;29;700;0;PROFESIONAL;FAMILIAR
1;29;900;0;TECNICO;FAMILIAR
1;29;7073;0;PROFESIONAL;FAMILIAR
1;29;2100;0;TECNICO;PROPIA
1;29;1200;1;PROFESIONAL;FAMILIAR
0;30;3100;1;PROFESIONAL;FAMILIAR
0;30;3500;1;SUPERIOR;PROPIA
1;30;750;0;TECNICO;PROPIA
1;30;2300;1;PROFESIONAL;FAMILIAR
1;30;30000;0;EDUCACION BASICA;FAMILIAR
1;30;2024.59;1;PROFESIONAL;PROPIA
1;30;2754;0;PROFESIONAL;FAMILIAR
1;30;1400;0;PROFESIONAL;FAMILIAR
0;31;2331.82;1;PROFESIONAL;FAMILIAR
0;31;1440;0;PROFESIONAL;FAMILIAR
1;31;3000;0;TECNICO;FAMILIAR
1;31;900;0;PROFESIONAL;FAMILIAR
1;31;1600;0;PROFESIONAL;FAMILIAR
1;31;804.41;1;TECNICO;PROPIA
0;32;5000;0;TECNICO;PROPIA
0;32;2500;1;PROFESIONAL;FAMILIAR
0;32;2555;1;PROFESIONAL;FAMILIAR
0;32;2200;0;PROFESIONAL;PROPIA
1;32;1241.51;4;PROFESIONAL;PROPIA
1;32;7800;1;PROFESIONAL;PROPIA
1;32;8300;0;PROFESIONAL;PROPIA
0;33;1161;1;PROFESIONAL;PROPIA
0;33;1800;0;PROFESIONAL;PROPIA
1;33;1800;0;PROFESIONAL;FAMILIAR
1;33;1102;1;TECNICO;FAMILIAR
1;33;3230;1;PROFESIONAL;FAMILIAR
1;33;2100;0;PROFESIONAL;FAMILIAR
1;33;1483;0;EDUCACION BASICA;FAMILIAR
1;33;8046;3;PROFESIONAL;FAMILIAR
0;34;1500;1;PROFESIONAL;FAMILIAR
0;34;3800;1;PROFESIONAL;FAMILIAR
0;34;861.63;0;PROFESIONAL;FAMILIAR
0;34;496.94;0;PROFESIONAL;PROPIA
0;34;15600;0;TECNICO;PROPIA
1;34;1047.77;0;TECNICO;PROPIA
1;34;1280;1;EDUCACION BASICA;FAMILIAR
1;34;2500;1;PROFESIONAL;FAMILIAR
1;34;3256.32;2;PROFESIONAL;PROPIA
1;35;18265;1;PROFESIONAL;PROPIA
1;35;5000;0;EDUCACION BASICA;FAMILIAR
1;35;5000;0;EDUCACION BASICA;PROPIA
1;35;1500;0;PROFESIONAL;FAMILIAR
1;35;18000;0;PROFESIONAL;FAMILIAR
1;35;2500;1;PROFESIONAL;PROPIA
1;35;2500;1;PROFESIONAL;FAMILIAR
1;36;2200;0;EDUCACION BASICA;FAMILIAR
1;36;23500;1;PROFESIONAL;PROPIA
1;36;3500;1;PROFESIONAL;FAMILIAR
1;36;2815;0;PROFESIONAL;FAMILIAR
1;36;3697;1;PROFESIONAL;PROPIA
0;37;8119.98;1;PROFESIONAL;PROPIA
1;37;2432;0;TECNICO;FAMILIAR
1;37;806;1;PROFESIONAL;FAMILIAR
0;38;2450;0;PROFESIONAL;PROPIA
0;38;1313.5;1;PROFESIONAL;PROPIA
0;38;1329.74;0;TECNICO;PROPIA
0;38;30000;0;PROFESIONAL;PROPIA
1;38;3000;0;EDUCACION BASICA;FAMILIAR
1;38;2200;0;PROFESIONAL;PROPIA
1;38;2200;1;PROFESIONAL;FAMILIAR
1;38;3069.23;1;PROFESIONAL;PROPIA
1;38;2500;0;PROFESIONAL;FAMILIAR
1;38;7500;1;PROFESIONAL;FAMILIAR
0;39;2200;1;TECNICO;FAMILIAR
0;39;12500;0;TECNICO;FAMILIAR
0;39;8076;0;PROFESIONAL;FAMILIAR
1;39;3503.33;0;PROFESIONAL;FAMILIAR
1;39;803.52;0;TECNICO;FAMILIAR
1;39;1008.26;2;TECNICO;PROPIA
1;39;2581;2;PROFESIONAL;FAMILIAR
0;40;900;0;PROFESIONAL;FAMILIAR
0;40;2500;2;TECNICO;FAMILIAR
0;40;2500;2;TECNICO;FAMILIAR
0;40;2005;1;PROFESIONAL;FAMILIAR
0;40;2000;4;PROFESIONAL;FAMILIAR
1;40;11500;0;PROFESIONAL;PROPIA
1;40;16241;0;PROFESIONAL;FAMILIAR
1;41;1281;0;TECNICO;FAMILIAR
1;41;2500;1;PROFESIONAL;FAMILIAR
1;41;6000;0;PROFESIONAL;FAMILIAR
0;42;9546;0;SUPERIOR;ALQUILADA
1;42;1353.59;0;TECNICO;FAMILIAR
1;42;2500;0;PROFESIONAL;FAMILIAR
1;42;1651.58;0;PROFESIONAL;FAMILIAR
1;43;6000;0;TECNICO;PROPIA
1;43;2100;0;PROFESIONAL;FAMILIAR
0;44;7000;0;PROFESIONAL;FAMILIAR
1;44;2800;0;TECNICO;PROPIA
1;44;1800;1;PROFESIONAL;FAMILIAR
1;44;30000;4;SIN EDUCACION;FAMILIAR
1;45;2055;1;TECNICO;FAMILIAR
1;45;1600;0;TECNICO;FAMILIAR
1;45;6500;0;PROFESIONAL;FAMILIAR
1;45;1297;1;PROFESIONAL;FAMILIAR
1;45;2200;4;TECNICO;FAMILIAR
0;46;900;1;TECNICO;PROPIA
0;46;30000;0;PROFESIONAL;PROPIA
1;46;1600;2;TECNICO;PROPIA
1;46;6500;0;PROFESIONAL;FAMILIAR
1;46;2600;0;PROFESIONAL;FAMILIAR
1;46;910.09;0;TECNICO;PROPIA
1;46;2581;0;PROFESIONAL;FAMILIAR
0;47;3800;0;EDUCACION BASICA;PROPIA
0;47;7586.26;0;PROFESIONAL;PROPIA
0;47;3500;0;PROFESIONAL;FAMILIAR
1;47;3000;0;TECNICO;FAMILIAR
1;47;15000;0;SUPERIOR;PROPIA
0;48;850;0;EDUCACION BASICA;FAMILIAR
1;48;5000;0;TECNICO;PROPIA
0;49;9000;0;PROFESIONAL;FAMILIAR
0;49;4300;0;TECNICO;FAMILIAR
0;49;3637.79;0;PROFESIONAL;FAMILIAR
1;49;1041;1;TECNICO;PROPIA
0;50;2500;0;PROFESIONAL;FAMILIAR
1;50;1679;1;TECNICO;FAMILIAR
0;52;8000;0;TECNICO;FAMILIAR
0;52;8500;0;TECNICO;FAMILIAR
1;52;1580;0;EDUCACION BASICA;FAMILIAR
1;53;3880;0;TECNICO;PROPIA
1;54;2700;0;PROFESIONAL;FAMILIAR
1;54;2500;2;PROFESIONAL;PROPIA
1;55;10000;0;EDUCACION BASICA;FAMILIAR
0;56;3000;0;SUPERIOR;FAMILIAR
0;57;5700;1;TECNICO;PROPIA
1;57;20000;0;TECNICO;FAMILIAR
1;57;2398;2;PROFESIONAL;FAMILIAR
1;60;2300;0;EDUCACION BASICA;FAMILIAR
0;61;2892.58;1;PROFESIONAL;PROPIA
0;61;10000;0;PROFESIONAL;FAMILIAR
0;69;6600;0;PROFESIONAL;ALQUILADA
1;20;2500;0;PROFESIONAL;FAMILIAR
1;20;663.75;0;TECNICO;FAMILIAR
1;20;2500;0;SUPERIOR;PROPIA
0;21;1076.94;0;TECNICO;FAMILIAR
0;21;2100;2;SUPERIOR;FAMILIAR
0;21;1504.31;0;TECNICO;FAMILIAR
0;21;850;2;SUPERIOR;FAMILIAR
0;21;2100;0;SUPERIOR;FAMILIAR
0;21;900;0;TECNICO;FAMILIAR
1;21;2100;2;SUPERIOR;FAMILIAR
1;21;1200;0;TECNICO;ALQUILADA
1;21;767.36;1;TECNICO;FAMILIAR
1;21;804.18;0;TECNICO;PROPIA
1;21;870.09;0;TECNICO;FAMILIAR
1;21;911.52;0;TECNICO;FAMILIAR
1;21;915.77;0;TECNICO;PROPIA
1;21;2100;1;SUPERIOR;FAMILIAR
1;21;4200;0;PROFESIONAL;FAMILIAR
1;21;760.02;0;TECNICO;PROPIA
1;21;886.81;0;TECNICO;PROPIA
1;21;806;0;TECNICO;FAMILIAR
1;21;900;0;TECNICO;FAMILIAR
1;21;654.45;0;TECNICO;PROPIA
1;21;1233.13;0;TECNICO;PROPIA
1;21;900;0;TECNICO;FAMILIAR
1;21;891.34;0;TECNICO;FAMILIAR
1;21;5000;0;EDUCACION BASICA;FAMILIAR
1;21;881.34;0;TECNICO;FAMILIAR
1;21;2721.88;0;PROFESIONAL;FAMILIAR
1;21;1471.84;1;TECNICO;FAMILIAR
1;21;700;0;PROFESIONAL;FAMILIAR
1;21;1200;0;TECNICO;FAMILIAR
1;21;1128.34;0;TECNICO;PROPIA
1;21;1281.37;0;PROFESIONAL;FAMILIAR
1;21;3250;0;SUPERIOR;ALQUILADA
1;21;1112.56;2;TECNICO;PROPIA
1;21;750;0;SUPERIOR;FAMILIAR
1;21;1277.67;0;PROFESIONAL;FAMILIAR
1;21;1472.87;0;TECNICO;FAMILIAR
1;21;1232.38;0;PROFESIONAL;FAMILIAR
1;21;900;0;PROFESIONAL;FAMILIAR
1;21;865.48;0;PROFESIONAL;PROPIA
0;22;967.18;0;TECNICO;PROPIA
0;22;2917.91;0;TECNICO;FAMILIAR
0;22;800;0;PROFESIONAL;FAMILIAR
0;22;1400;0;PROFESIONAL;FAMILIAR
0;22;1125.1;1;TECNICO;FAMILIAR
1;22;1400;0;TECNICO;FAMILIAR
1;22;695.25;1;TECNICO;FAMILIAR
1;22;959.2;0;TECNICO;FAMILIAR
1;22;628.97;0;TECNICO;FAMILIAR
1;22;1161.55;1;TECNICO;FAMILIAR
1;22;1065.54;0;TECNICO;FAMILIAR
1;22;2100;0;TECNICO;FAMILIAR
1;22;1056.31;0;TECNICO;FAMILIAR
1;22;800;0;TECNICO;FAMILIAR
1;22;850;0;TECNICO;FAMILIAR
1;22;853.34;0;TECNICO;FAMILIAR
1;22;2100;0;SUPERIOR;PROPIA
1;22;1500;0;TECNICO;FAMILIAR
1;22;700;0;PROFESIONAL;FAMILIAR
1;22;1913;0;PROFESIONAL;FAMILIAR
1;22;7200;0;PROFESIONAL;FAMILIAR
1;22;899.6;1;TECNICO;PROPIA
1;22;750;1;PROFESIONAL;FAMILIAR
1;22;1021.85;0;TECNICO;FAMILIAR
1;22;1357.55;1;TECNICO;FAMILIAR
1;22;700;0;PROFESIONAL;FAMILIAR
1;22;2100;0;TECNICO;FAMILIAR
1;22;1404.28;2;TECNICO;FAMILIAR
1;22;1720.37;0;TECNICO;FAMILIAR
1;22;858.48;0;TECNICO;FAMILIAR
1;22;900;0;TECNICO;FAMILIAR
1;22;1350;1;TECNICO;PROPIA
1;22;776.4;0;TECNICO;FAMILIAR
1;22;1200;0;PROFESIONAL;FAMILIAR
1;22;900;1;TECNICO;FAMILIAR
1;22;2500;0;TECNICO;FAMILIAR
1;22;2100;0;SUPERIOR;FAMILIAR
1;22;7000;0;PROFESIONAL;PROPIA
1;22;799.39;1;TECNICO;FAMILIAR
